gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	transcript_id	Arabidopsis_Genes
Cau.Cau4AG000463	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000208733698360978	1.21131530915206	0.258	0.133	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000962304096183779	0	/	/
Cau.Cau4AG001719	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000078032969647045	0.774749477592839	0.567	0.471	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000359747596666807	0	transcript:AT1G19180.3	AT1G19180;AT1G74950
Cau.Cau3BG001710	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000258303753758932	1.15630517171466	0.283	0.158	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000119083196557943	0	transcript:AT1G31812.1	AT1G31812
Cau.Cau4BG000191	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000850032300732926	0.598849372021436	0.657	0.571	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000391881891283894	0	transcript:AT3G48930.1	AT3G48930;AT5G23740
Cau.Cau2AG000719	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000256067953779466	1.07337347895169	0.335	0.212	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011805244805141	0	/	AT2G42740;AT3G58700;AT4G18730;AT5G45775
Cau.Cau8BG000284	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000837931301982513	0.948709110256143	0.471	0.373	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000386303088839978	0	/	AT3G57160;AT5G67600
Cau.Cau7BG002224	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000502946010944022	0.684006895557007	0.607	0.531	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000231868169965413	0	/	/
Cau.Cau4AG000904	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000114417004002583	1.07894035682084	0.311	0.189	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000527485271852708	0	transcript:AT4G29735.1	AT4G29735
Cau.Cau7BG001995	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000672279166136856	0.927511885641946	0.431	0.327	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000309934141172413	0	transcript:AT2G39460.1	AT2G39460;AT3G55280
Cau.Cau8AG001783	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000274068705691079	1.12513987948996	0.257	0.143	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000126351154697701	0	/	/
Cau.Cau9AG001180	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000664671287040073	1.04482268226087	0.342	0.223	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306426756751214	0	/	/
Cau.Cau9BG000158	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000281398715552914	1.09965652249728	0.267	0.153	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000129730435844205	0	/	/
Cau.Cau2AG001422	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000592155308835878	1.06297816600708	0.268	0.146	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000272995440479517	0	/	/
Cau.Cau4AG000842	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000160059884235607	0.754868779177867	0.535	0.46	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000737908078302994	0	/	AT2G19730;AT4G29410
Cau.Cau6BG000937	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000178509097813779	0.876200221400992	0.432	0.333	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000822962642741086	0	transcript:AT1G57860.1	AT1G57660;AT1G57860
Cau.Cau5BG001813	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108987155039715	0.577356395584616	0.664	0.61	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000502452582164095	0	transcript:AT4G10040.1	AT4G10040
Cau.Cau2BG000407	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000082716153851714	1.00216392309494	0.331	0.217	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000381338012487172	0	transcript:AT5G12110.1	AT5G12110;AT5G19510
Cau.Cau3BG000816	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000622702948917499	1.05255674613726	0.312	0.2	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000287078513509945	0	transcript:AT1G77350.2	AT1G77350
Cau.Cau9BG001395	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306910962268334	1.01298389445237	0.351	0.249	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000141492091824947	0	/	/
Cau.Cau5BG001456	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000992793403241957	0.837839620950287	0.293	0.174	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000457697614762607	0	transcript:AT1G79040.1	AT1G79040
Cau.Cau5AG000117	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000522591079910664	1.10895407293816	0.282	0.175	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000240924939660414	0	/	AT1G64440;AT3G28530;AT4G10960;AT4G23920
Cau.Cau3AG001374	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000705226354961403	0.52506710622224	0.721	0.696	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000325123454164306	0	/	AT3G05550;AT5G27760
Cau.Cau9AG000754	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000910261993714071	0.970300541134932	0.481	0.411	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000419648984342061	0	/	AT2G41430
Cau.Cau9BG000351	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000453555813270284	0.909669275880904	0.37	0.254	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000209098301033866	0	/	/
Cau.Cau5BG001585	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000422882020346379	0.750245332415737	0.506	0.436	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000194957069020088	0	/	/
Cau.Cau1AG001647	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000390286873770444	0.831341054173773	0.436	0.342	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017993005454565	0	/	/
Cau.Cau5AG001600	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000149417400581402	0.999893458735215	0.326	0.225	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000688844100160379	0	/	AT2G36170;AT3G52590
Cau.Cau2BG001273	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014668337012481	0.935922930648662	0.384	0.286	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000676239672949397	0	/	AT2G32765;AT4G26840
Cau.Cau6AG000941	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000644901265145621	0.834633114705221	0.436	0.351	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000297312381257434	0	/	AT1G57660;AT1G57860
Cau.Cau5AG003545	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009111336964218	0.975054236538397	0.25	0.144	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000420050856724378	0	/	/
Cau.Cau5AG001851	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000292114522717265	0.5518146162369	0.646	0.615	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000134670637263114	0	/	AT4G10040
Cau.Cau3AG000163	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000115576922183135	0.911997615948981	0.36	0.273	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000532832726648689	0	/	AT1G75950
Cau.Cau8AG001390	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000393281631455463	0.713868824150605	0.478	0.412	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000181310697733598	0	/	/
Cau.Cau6AG001239	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000648100076822989	1.07970372411679	0.251	0.153	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000298787097416935	0	/	AT5G01600
Cau.Cau3AG000073	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000314139348291634	0.978375729167206	0.306	0.219	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000144824522349409	0	/	AT1G20693;AT1G20696
Cau.Cau7BG002081	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000420391810198938	0.373467261700168	0.844	0.851	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000193809032337914	0	transcript:AT1G26910.1	AT1G14320;AT1G26910;AT1G66580
Cau.Cau2AG002303	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000090215268505455	0.749265278115515	0.429	0.353	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000415910430863848	0	/	/
